8,4
16,4
32,5
64,4
128,4
256,5
512,5
1024,7
2048,8
4096,19
8,4
16,4
32,5
64,4
128,4
256,5
512,5
1024,7
4096,19
6000,139
8,4
16,4
32,5
64,4
128,4
256,5
512,6
1024,7
2048,8
4096,19
8,4
16,4
32,5
64,4
128,4
256,5
512,5
1024,7
2048,8
4096,19
